,via_to,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,avg,sum
10,TA122TA13,22.200000000000003,0.0,0.0,0.0,0.0,0.0,4.44,17.76,39.96,26.64,31.080000000000002,17.76,31.080000000000002,17.76,26.64,13.32,35.52,17.76,48.84,39.96,22.200000000000003,22.200000000000003,17.76,0.0,18.869999999999997,452.87999999999994
11,TA122TA251,936.84,1007.8800000000001,994.5600000000001,839.1600000000001,759.2400000000001,896.8800000000001,732.6,888.0000000000001,927.96,1061.16,1141.0800000000002,1443.0000000000002,1083.3600000000001,1247.64,1172.16,1332.0000000000002,1314.24,1531.8000000000002,1394.16,1429.68,1367.5200000000002,1234.3200000000002,1185.48,1074.48,1124.8,26995.2
12,TA124TA151,31.080000000000002,17.76,8.88,0.0,44.400000000000006,57.720000000000006,146.52,550.5600000000001,692.6400000000001,714.84,470.64000000000004,479.52000000000004,430.68000000000006,426.24,444.00000000000006,421.8,559.44,550.5600000000001,483.96000000000004,599.4000000000001,301.92,177.60000000000002,133.20000000000002,57.720000000000006,325.045,7801.08
13,TA124TA185,0.0,0.0,0.0,0.0,0.0,0.0,4.44,13.32,22.200000000000003,22.200000000000003,8.88,35.52,26.64,22.200000000000003,0.0,4.44,22.200000000000003,8.88,13.32,22.200000000000003,8.88,8.88,17.76,8.88,11.284999999999997,270.8399999999999
14,TA132TA134,8.88,0.0,0.0,0.0,0.0,0.0,17.76,17.76,71.04,88.80000000000001,35.52,17.76,39.96,13.32,13.32,48.84,71.04,35.52,35.52,31.080000000000002,35.52,31.080000000000002,17.76,13.32,26.825000000000006,643.8000000000002
15,TA133TA137,8.88,0.0,0.0,0.0,0.0,0.0,4.44,26.64,31.080000000000002,0.0,8.88,31.080000000000002,8.88,8.88,8.88,13.32,53.28,31.080000000000002,26.64,31.080000000000002,13.32,0.0,4.44,8.88,13.319999999999999,319.67999999999995
16,TA133TA79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,17.76,4.44,22.200000000000003,0.0,8.88,13.32,22.200000000000003,17.76,4.44,8.88,0.0,0.0,0.0,17.76,0.0,0.0,5.920000000000001,142.08
17,TA134TA135,17.76,8.88,4.44,8.88,4.44,8.88,17.76,97.68,204.24,155.4,173.16000000000003,266.40000000000003,204.24,399.6,230.88000000000002,821.4000000000001,710.4000000000001,168.72000000000003,173.16000000000003,111.00000000000001,75.48,48.84,48.84,48.84,167.05500000000004,4009.320000000001
18,TA135TA146,57.720000000000006,0.0,0.0,13.32,0.0,8.88,142.08,319.68,515.0400000000001,492.84000000000003,652.6800000000001,950.1600000000001,572.7600000000001,439.56000000000006,395.16,492.84000000000003,737.0400000000001,412.92,759.2400000000001,1061.16,497.28000000000003,226.44000000000003,57.720000000000006,31.080000000000002,368.15000000000003,8835.6
19,TA135TA270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.88,4.44,0.0,0.0,4.44,0.0,8.88,4.44,4.44,0.0,13.32,17.76,4.44,13.32,0.0,0.0,3.5150000000000006,84.36000000000001
20,TA136TA146,26.64,17.76,0.0,0.0,4.44,4.44,66.60000000000001,270.84000000000003,337.44000000000005,568.32,346.32000000000005,270.84000000000003,239.76000000000002,168.72000000000003,257.52000000000004,226.44000000000003,430.68000000000006,386.28000000000003,337.44000000000005,350.76000000000005,222.00000000000003,168.72000000000003,164.28,102.12,207.01500000000007,4968.3600000000015
21,TA137TA143,17.76,13.32,8.88,4.44,8.88,8.88,31.080000000000002,244.20000000000002,586.08,448.44000000000005,461.76000000000005,794.7600000000001,674.8800000000001,750.36,435.12000000000006,408.48,599.4000000000001,328.56,470.64000000000004,519.48,333.00000000000006,142.08,88.80000000000001,22.200000000000003,308.395,7401.48
22,TA137TA152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18500000000000003,4.44
23,TA137TA78,4.44,4.44,4.44,0.0,0.0,0.0,8.88,84.36000000000001,217.56000000000003,222.00000000000003,128.76000000000002,177.60000000000002,155.4,155.4,164.28,168.72000000000003,164.28,208.68,142.08,142.08,106.56,35.52,31.080000000000002,31.080000000000002,98.235,2357.64
24,TA13TA14,0.0,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,4.44,0.0,0.0,0.0,4.44,4.44,0.0,0.9250000000000002,22.200000000000003
25,TA13TA2,48.84,66.60000000000001,75.48,22.200000000000003,13.32,44.400000000000006,35.52,124.32000000000001,248.64000000000001,177.60000000000002,168.72000000000003,235.32000000000002,226.44000000000003,222.00000000000003,235.32000000000002,208.68,279.72,275.28000000000003,328.56,208.68,142.08,133.20000000000002,119.88000000000001,62.160000000000004,154.29,3702.9599999999996
26,TA13TA39,115.44000000000001,35.52,22.200000000000003,8.88,31.080000000000002,35.52,88.80000000000001,182.04000000000002,315.24,213.12,235.32000000000002,306.36,284.16,319.68,257.52000000000004,297.48,452.88000000000005,355.20000000000005,532.8000000000001,377.40000000000003,381.84000000000003,408.48,301.92,142.08,237.54000000000005,5700.960000000001
27,TA143TA144,4.44,4.44,0.0,0.0,0.0,0.0,4.44,31.080000000000002,62.160000000000004,133.20000000000002,93.24000000000001,26.64,39.96,8.88,39.96,62.160000000000004,79.92,48.84,79.92,66.60000000000001,8.88,8.88,13.32,8.88,34.410000000000004,825.84
28,TA144TA152,0.0,0.0,0.0,0.0,0.0,0.0,4.44,35.52,75.48,75.48,39.96,26.64,35.52,35.52,53.28,53.28,39.96,39.96,48.84,8.88,66.60000000000001,13.32,35.52,8.88,29.045,697.08
29,TA146TA147,0.0,0.0,0.0,0.0,0.0,0.0,35.52,106.56,204.24,355.20000000000005,479.52000000000004,57.720000000000006,48.84,31.080000000000002,270.84000000000003,492.84000000000003,701.5200000000001,777.0000000000001,111.00000000000001,337.44000000000005,204.24,17.76,13.32,17.76,177.60000000000002,4262.400000000001
30,TA146TA184,248.64000000000001,124.32000000000001,146.52,102.12,79.92,239.76000000000002,910.2,834.72,861.3600000000001,759.2400000000001,936.84,1052.2800000000002,994.5600000000001,1034.52,1243.2,1354.2,1110.0,1101.1200000000001,1149.96,954.6000000000001,976.8000000000001,834.72,594.96,523.9200000000001,757.0200000000001,18168.480000000003
31,TA147TA270,17.76,0.0,0.0,0.0,0.0,13.32,62.160000000000004,315.24,661.5600000000001,852.48,248.64000000000001,164.28,319.68,284.16,395.16,555.0,417.36,386.28000000000003,341.88000000000005,470.64000000000004,230.88000000000002,124.32000000000001,88.80000000000001,124.32000000000001,253.07999999999996,6073.919999999999
32,TA147TA277,8.88,0.0,4.44,0.0,4.44,0.0,35.52,79.92,128.76000000000002,195.36,182.04000000000002,106.56,124.32000000000001,53.28,57.720000000000006,93.24000000000001,182.04000000000002,173.16000000000003,133.20000000000002,119.88000000000001,84.36000000000001,26.64,17.76,22.200000000000003,76.40500000000002,1833.7200000000005
33,TA14TA15,4.44,0.0,0.0,0.0,0.0,0.0,8.88,4.44,0.0,4.44,0.0,4.44,13.32,4.44,0.0,0.0,17.76,8.88,8.88,13.32,4.44,4.44,0.0,4.44,4.44,106.56
34,TA14TA231,8.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.160000000000004,17.76,53.28,26.64,17.76,8.88,0.0,0.0,0.0,8.88,8.88,17.76,8.88,8.88,8.88,10.729999999999999,257.52
35,TA14TA3,124.32000000000001,62.160000000000004,35.52,53.28,44.400000000000006,26.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.430000000000001,346.32000000000005
36,TA152TA77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,0.0,0.0,0.0,0.0,4.44,4.44,0.0,0.0,0.0,4.44,0.0,0.0,0.0,0.7400000000000001,17.76
37,TA15TA16,4.44,8.88,4.44,4.44,4.44,0.0,4.44,22.200000000000003,119.88000000000001,142.08,93.24000000000001,84.36000000000001,48.84,93.24000000000001,48.84,62.160000000000004,84.36000000000001,66.60000000000001,102.12,115.44000000000001,62.160000000000004,71.04,31.080000000000002,8.88,53.650000000000006,1287.6000000000001
38,TA15TA37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.88,0.0,0.0,0.0,0.0,8.88,8.88,22.200000000000003,4.44,4.44,4.44,0.0,0.0,4.44,2.775,66.6
39,TA15TA4,31.080000000000002,13.32,0.0,8.88,13.32,8.88,48.84,111.00000000000001,222.00000000000003,186.48000000000002,150.96,177.60000000000002,239.76000000000002,195.36,333.00000000000006,195.36,195.36,230.88000000000002,217.56000000000003,284.16,230.88000000000002,293.04,168.72000000000003,75.48,151.33,3631.9200000000005
40,TA16TA22,4.44,4.44,0.0,0.0,4.44,8.88,13.32,71.04,93.24000000000001,79.92,48.84,44.400000000000006,93.24000000000001,88.80000000000001,53.28,31.080000000000002,79.92,48.84,71.04,71.04,88.80000000000001,79.92,44.400000000000006,22.200000000000003,47.73000000000001,1145.5200000000002
41,TA16TA5,17.76,22.200000000000003,8.88,4.44,4.44,8.88,4.44,22.200000000000003,106.56,75.48,115.44000000000001,111.00000000000001,88.80000000000001,97.68,124.32000000000001,133.20000000000002,137.64000000000001,155.4,124.32000000000001,155.4,150.96,111.00000000000001,75.48,66.60000000000001,80.105,1922.5200000000002
42,TA179TA277,0.0,0.0,4.44,0.0,0.0,0.0,0.0,0.0,17.76,4.44,17.76,8.88,13.32,13.32,31.080000000000002,8.88,8.88,13.32,31.080000000000002,13.32,4.44,8.88,13.32,0.0,8.88,213.12
43,TA183TA80,0.0,0.0,0.0,0.0,0.0,4.44,8.88,26.64,399.6,301.92,195.36,79.92,84.36000000000001,62.160000000000004,48.84,190.92000000000002,301.92,71.04,88.80000000000001,84.36000000000001,62.160000000000004,22.200000000000003,35.52,26.64,87.32,2095.68
44,TA183TA81,475.08000000000004,284.16,235.32000000000002,124.32000000000001,97.68,248.64000000000001,714.84,1744.92,2366.52,2553.0,2331.0,2326.5600000000004,2410.92,2442.0,2442.0,2650.6800000000003,2650.6800000000003,2610.7200000000003,2570.76,2237.76,1855.92,1558.44,1363.0800000000002,954.6000000000001,1635.4000000000003,39249.600000000006
45,TA185TA76,13.32,13.32,4.44,0.0,0.0,4.44,39.96,182.04000000000002,399.6,444.00000000000006,284.16,150.96,173.16000000000003,111.00000000000001,146.52,142.08,190.92000000000002,146.52,137.64000000000001,217.56000000000003,79.92,71.04,62.160000000000004,31.080000000000002,126.91000000000001,3045.84
46,TA18TA8,186.48000000000002,71.04,168.72000000000003,79.92,79.92,71.04,186.48000000000002,488.40000000000003,541.6800000000001,950.1600000000001,612.72,666.0000000000001,754.8000000000001,816.96,603.84,701.5200000000001,719.2800000000001,630.48,639.36,674.8800000000001,594.96,497.28000000000003,372.96000000000004,328.56,476.56,11437.44
47,TA193TA36,35.52,4.44,4.44,13.32,4.44,0.0,22.200000000000003,66.60000000000001,412.92,1007.8800000000001,532.8000000000001,137.64000000000001,53.28,22.200000000000003,79.92,155.4,44.400000000000006,66.60000000000001,546.12,608.2800000000001,39.96,48.84,22.200000000000003,22.200000000000003,164.65,3951.6000000000004
48,TA193TA6,8.88,17.76,8.88,0.0,0.0,0.0,17.76,62.160000000000004,71.04,97.68,133.20000000000002,159.84,239.76000000000002,106.56,186.48000000000002,159.84,79.92,222.00000000000003,195.36,222.00000000000003,159.84,79.92,79.92,53.28,98.42000000000002,2362.0800000000004
49,TA21TA22,0.0,0.0,0.0,0.0,0.0,8.88,44.400000000000006,97.68,266.40000000000003,239.76000000000002,248.64000000000001,257.52000000000004,177.60000000000002,301.92,266.40000000000003,364.08000000000004,239.76000000000002,222.00000000000003,195.36,195.36,301.92,177.60000000000002,97.68,204.24,162.80000000000004,3907.2000000000007
50,TA22TA23,8.88,13.32,0.0,4.44,0.0,8.88,13.32,75.48,199.8,190.92000000000002,239.76000000000002,244.20000000000002,230.88000000000002,279.72,182.04000000000002,222.00000000000003,270.84000000000003,182.04000000000002,230.88000000000002,133.20000000000002,173.16000000000003,111.00000000000001,53.28,35.52,129.315,3103.56
51,TA231TA39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.76,26.64,26.64,44.400000000000006,35.52,62.160000000000004,0.0,79.92,62.160000000000004,26.64,17.76,44.400000000000006,26.64,26.64,8.88,0.0,21.09,506.15999999999997
52,TA23TA24,44.400000000000006,17.76,8.88,0.0,0.0,62.160000000000004,35.52,88.80000000000001,399.6,417.36,390.72,310.8,266.40000000000003,301.92,248.64000000000001,337.44000000000005,435.12000000000006,319.68,346.32000000000005,346.32000000000005,319.68,97.68,124.32000000000001,71.04,207.94000000000003,4990.56
53,TA23TA26,142.08,66.60000000000001,35.52,44.400000000000006,0.0,102.12,217.56000000000003,452.88000000000005,710.4000000000001,759.2400000000001,608.2800000000001,812.5200000000001,759.2400000000001,741.48,679.32,728.1600000000001,626.0400000000001,688.2,692.6400000000001,594.96,617.1600000000001,497.28000000000003,452.88000000000005,328.56,473.22999999999996,11357.519999999999
54,TA24TA25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.400000000000006,17.76,8.88,8.88,26.64,17.76,8.88,17.76,8.88,8.88,8.88,0.0,0.0,0.0,8.88,0.0,7.77,186.48
55,TA262TA39,4.44,0.0,0.0,0.0,0.0,0.0,4.44,35.52,79.92,22.200000000000003,8.88,13.32,13.32,8.88,8.88,0.0,13.32,13.32,26.64,17.76,22.200000000000003,31.080000000000002,17.76,13.32,14.799999999999997,355.19999999999993
56,TA262TA78,475.08000000000004,399.6,359.64000000000004,306.36,284.16,337.44000000000005,697.08,1203.24,1358.64,1323.1200000000001,1411.92,1318.68,1203.24,1287.6000000000001,1309.8000000000002,1358.64,1305.3600000000001,985.6800000000001,1167.72,1176.6000000000001,932.4000000000001,839.1600000000001,816.96,457.32000000000005,929.8100000000001,22315.440000000002
57,TA26TA81,532.8000000000001,324.12,275.28000000000003,301.92,253.08,270.84000000000003,830.2800000000001,1234.3200000000002,1811.5200000000002,2091.2400000000002,1882.5600000000002,1700.5200000000002,1567.3200000000002,2171.1600000000003,1798.2,1456.3200000000002,1878.1200000000001,2095.6800000000003,1780.44,1460.7600000000002,1425.2400000000002,1363.0800000000002,1163.2800000000002,994.5600000000001,1277.61,30662.64
58,TA28TA85,17.76,4.44,0.0,0.0,0.0,0.0,13.32,71.04,150.96,146.52,128.76000000000002,71.04,111.00000000000001,97.68,142.08,168.72000000000003,190.92000000000002,173.16000000000003,190.92000000000002,261.96000000000004,213.12,62.160000000000004,39.96,13.32,94.53500000000003,2268.8400000000006
59,TA2TA257,448.44000000000005,301.92,310.8,257.52000000000004,177.60000000000002,226.44000000000003,315.24,461.76000000000005,879.1200000000001,683.7600000000001,732.6,794.7600000000001,599.4000000000001,666.0000000000001,710.4000000000001,728.1600000000001,510.6,555.0,794.7600000000001,705.96,652.6800000000001,599.4000000000001,399.6,594.96,546.12,13106.880000000001
60,TA2TA3,4.44,0.0,4.44,0.0,0.0,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555,13.32
61,TA36TA4,88.80000000000001,17.76,26.64,0.0,0.0,35.52,106.56,444.00000000000006,763.6800000000001,417.36,426.24,390.72,248.64000000000001,257.52000000000004,328.56,337.44000000000005,266.40000000000003,266.40000000000003,426.24,364.08000000000004,355.20000000000005,328.56,115.44000000000001,79.92,253.81999999999996,6091.679999999999
62,TA37TA38,333.00000000000006,235.32000000000002,244.20000000000002,244.20000000000002,244.20000000000002,248.64000000000001,497.28000000000003,892.44,1078.92,950.1600000000001,905.7600000000001,914.6400000000001,1065.6000000000001,1016.7600000000001,994.5600000000001,1016.7600000000001,1070.0400000000002,923.5200000000001,1136.64,1149.96,1021.2,830.2800000000001,666.0000000000001,577.2,760.7200000000001,18257.280000000002
63,TA38TA80,26.64,4.44,4.44,0.0,13.32,4.44,4.44,39.96,146.52,253.08,71.04,53.28,93.24000000000001,128.76000000000002,102.12,124.32000000000001,128.76000000000002,106.56,128.76000000000002,204.24,142.08,62.160000000000004,35.52,26.64,79.365,1904.76
64,TA3TA4,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18500000000000003,4.44
65,TA4TA5,4.44,0.0,0.0,8.88,0.0,0.0,0.0,4.44,4.44,4.44,0.0,8.88,17.76,39.96,13.32,17.76,4.44,4.44,22.200000000000003,8.88,8.88,31.080000000000002,8.88,13.32,9.435,226.44000000000003
66,TA55TA76,124.32000000000001,71.04,39.96,13.32,0.0,35.52,142.08,404.04,515.0400000000001,723.72,572.7600000000001,426.24,399.6,461.76000000000005,444.00000000000006,617.1600000000001,630.48,475.08000000000004,519.48,444.00000000000006,328.56,319.68,199.8,222.00000000000003,338.73500000000007,8129.640000000001
67,TA5TA6,13.32,0.0,8.88,8.88,0.0,0.0,8.88,4.44,17.76,35.52,8.88,26.64,31.080000000000002,31.080000000000002,13.32,119.88000000000001,44.400000000000006,39.96,26.64,13.32,22.200000000000003,8.88,4.44,17.76,21.09,506.15999999999997
68,TA6TA8,79.92,62.160000000000004,26.64,4.44,31.080000000000002,22.200000000000003,97.68,173.16000000000003,368.52000000000004,390.72,377.40000000000003,288.6,293.04,235.32000000000002,457.32000000000005,461.76000000000005,652.6800000000001,519.48,532.8000000000001,461.76000000000005,261.96000000000004,155.4,235.32000000000002,159.84,264.55,6349.200000000001
69,TA76TA77,4.44,0.0,0.0,0.0,0.0,4.44,8.88,4.44,44.400000000000006,483.96000000000004,177.60000000000002,13.32,22.200000000000003,13.32,8.88,4.44,17.76,8.88,31.080000000000002,66.60000000000001,13.32,8.88,8.88,13.32,39.960000000000015,959.0400000000004
70,TA77TA78,35.52,4.44,4.44,0.0,0.0,13.32,13.32,168.72000000000003,617.1600000000001,737.0400000000001,683.7600000000001,555.0,515.0400000000001,279.72,359.64000000000004,697.08,723.72,390.72,666.0000000000001,1056.72,532.8000000000001,315.24,106.56,66.60000000000001,355.94000000000005,8542.560000000001
71,TA78TA79,0.0,0.0,4.44,0.0,0.0,0.0,0.0,26.64,159.84,150.96,93.24000000000001,22.200000000000003,13.32,4.44,13.32,75.48,84.36000000000001,22.200000000000003,13.32,22.200000000000003,8.88,4.44,8.88,0.0,30.340000000000007,728.1600000000002
72,TA79TA80,4.44,0.0,0.0,0.0,0.0,0.0,8.88,31.080000000000002,159.84,133.20000000000002,48.84,62.160000000000004,84.36000000000001,44.400000000000006,39.96,155.4,150.96,102.12,79.92,62.160000000000004,26.64,8.88,13.32,13.32,51.245000000000026,1229.8800000000006
73,TA81TA83,146.52,17.76,62.160000000000004,35.52,44.400000000000006,48.84,155.4,386.28000000000003,630.48,799.2,697.08,732.6,879.1200000000001,865.8000000000001,843.6,1163.2800000000002,1185.48,1185.48,1070.0400000000002,1025.64,599.4000000000001,355.20000000000005,244.20000000000002,186.48000000000002,556.6650000000001,13359.960000000001
74,TA83TA85,79.92,22.200000000000003,13.32,8.88,8.88,26.64,84.36000000000001,341.88000000000005,657.12,688.2,652.6800000000001,697.08,452.88000000000005,497.28000000000003,479.52000000000004,639.36,666.0000000000001,492.84000000000003,666.0000000000001,568.32,626.0400000000001,523.9200000000001,399.6,293.04,399.415,9585.960000000001
,avg,76.54560000000001,49.313600000000015,45.99840000000002,35.28320000000001,31.553600000000014,46.29440000000002,102.416,215.5472,353.12800000000004,371.776,315.8912,311.15520000000004,296.9472,302.45279999999997,300.736,345.90559999999994,371.7759999999999,329.8624000000001,338.4463999999999,333.17760000000004,262.4336000000001,202.0496,160.8464,126.688,221.92600000000004,5326.224000000001
,sum,5740.920000000001,3698.5200000000013,3449.8800000000015,2646.2400000000007,2366.520000000001,3472.0800000000013,7681.2,16166.04,26484.600000000002,27883.2,23691.84,23336.640000000003,22271.04,22683.96,22555.2,25942.919999999995,27883.199999999993,24739.680000000008,25383.479999999996,24988.320000000003,19682.520000000008,15153.72,12063.48,9501.6,16644.449999999997,399466.79999999993
