,via_to,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
53,TA23TA26,142.08,66.60000000000001,35.52,44.400000000000006,0.0,102.12,217.56000000000003,452.88000000000005,710.4000000000001,759.2400000000001,608.2800000000001,812.5200000000001,759.2400000000001,741.48,679.32,728.1600000000001,626.0400000000001,688.2,692.6400000000001,594.96,617.1600000000001,497.28000000000003,452.88000000000005,328.56
54,TA24TA25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.400000000000006,17.76,8.88,8.88,26.64,17.76,8.88,17.76,8.88,8.88,8.88,0.0,0.0,0.0,8.88,0.0
55,TA262TA39,4.44,0.0,0.0,0.0,0.0,0.0,4.44,35.52,79.92,22.200000000000003,8.88,13.32,13.32,8.88,8.88,0.0,13.32,13.32,26.64,17.76,22.200000000000003,31.080000000000002,17.76,13.32
56,TA262TA78,475.08000000000004,399.6,359.64000000000004,306.36,284.16,337.44000000000005,697.08,1203.24,1358.64,1323.1200000000001,1411.92,1318.68,1203.24,1287.6000000000001,1309.8000000000002,1358.64,1305.3600000000001,985.6800000000001,1167.72,1176.6000000000001,932.4000000000001,839.1600000000001,816.96,457.32000000000005
57,TA26TA81,532.8000000000001,324.12,275.28000000000003,301.92,253.08,270.84000000000003,830.2800000000001,1234.3200000000002,1811.5200000000002,2091.2400000000002,1882.5600000000002,1700.5200000000002,1567.3200000000002,2171.1600000000003,1798.2,1456.3200000000002,1878.1200000000001,2095.6800000000003,1780.44,1460.7600000000002,1425.2400000000002,1363.0800000000002,1163.2800000000002,994.5600000000001
58,TA28TA85,17.76,4.44,0.0,0.0,0.0,0.0,13.32,71.04,150.96,146.52,128.76000000000002,71.04,111.00000000000001,97.68,142.08,168.72000000000003,190.92000000000002,173.16000000000003,190.92000000000002,261.96000000000004,213.12,62.160000000000004,39.96,13.32
59,TA2TA257,448.44000000000005,301.92,310.8,257.52000000000004,177.60000000000002,226.44000000000003,315.24,461.76000000000005,879.1200000000001,683.7600000000001,732.6,794.7600000000001,599.4000000000001,666.0000000000001,710.4000000000001,728.1600000000001,510.6,555.0,794.7600000000001,705.96,652.6800000000001,599.4000000000001,399.6,594.96
60,TA2TA3,4.44,0.0,4.44,0.0,0.0,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,TA36TA4,88.80000000000001,17.76,26.64,0.0,0.0,35.52,106.56,444.00000000000006,763.6800000000001,417.36,426.24,390.72,248.64000000000001,257.52000000000004,328.56,337.44000000000005,266.40000000000003,266.40000000000003,426.24,364.08000000000004,355.20000000000005,328.56,115.44000000000001,79.92
62,TA37TA38,333.00000000000006,235.32000000000002,244.20000000000002,244.20000000000002,244.20000000000002,248.64000000000001,497.28000000000003,892.44,1078.92,950.1600000000001,905.7600000000001,914.6400000000001,1065.6000000000001,1016.7600000000001,994.5600000000001,1016.7600000000001,1070.0400000000002,923.5200000000001,1136.64,1149.96,1021.2,830.2800000000001,666.0000000000001,577.2
63,TA38TA80,26.64,4.44,4.44,0.0,13.32,4.44,4.44,39.96,146.52,253.08,71.04,53.28,93.24000000000001,128.76000000000002,102.12,124.32000000000001,128.76000000000002,106.56,128.76000000000002,204.24,142.08,62.160000000000004,35.52,26.64
64,TA3TA4,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,TA4TA5,4.44,0.0,0.0,8.88,0.0,0.0,0.0,4.44,4.44,4.44,0.0,8.88,17.76,39.96,13.32,17.76,4.44,4.44,22.200000000000003,8.88,8.88,31.080000000000002,8.88,13.32
66,TA55TA76,124.32000000000001,71.04,39.96,13.32,0.0,35.52,142.08,404.04,515.0400000000001,723.72,572.7600000000001,426.24,399.6,461.76000000000005,444.00000000000006,617.1600000000001,630.48,475.08000000000004,519.48,444.00000000000006,328.56,319.68,199.8,222.00000000000003
67,TA5TA6,13.32,0.0,8.88,8.88,0.0,0.0,8.88,4.44,17.76,35.52,8.88,26.64,31.080000000000002,31.080000000000002,13.32,119.88000000000001,44.400000000000006,39.96,26.64,13.32,22.200000000000003,8.88,4.44,17.76
68,TA6TA8,79.92,62.160000000000004,26.64,4.44,31.080000000000002,22.200000000000003,97.68,173.16000000000003,368.52000000000004,390.72,377.40000000000003,288.6,293.04,235.32000000000002,457.32000000000005,461.76000000000005,652.6800000000001,519.48,532.8000000000001,461.76000000000005,261.96000000000004,155.4,235.32000000000002,159.84
69,TA76TA77,4.44,0.0,0.0,0.0,0.0,4.44,8.88,4.44,44.400000000000006,483.96000000000004,177.60000000000002,13.32,22.200000000000003,13.32,8.88,4.44,17.76,8.88,31.080000000000002,66.60000000000001,13.32,8.88,8.88,13.32
70,TA77TA78,35.52,4.44,4.44,0.0,0.0,13.32,13.32,168.72000000000003,617.1600000000001,737.0400000000001,683.7600000000001,555.0,515.0400000000001,279.72,359.64000000000004,697.08,723.72,390.72,666.0000000000001,1056.72,532.8000000000001,315.24,106.56,66.60000000000001
71,TA78TA79,0.0,0.0,4.44,0.0,0.0,0.0,0.0,26.64,159.84,150.96,93.24000000000001,22.200000000000003,13.32,4.44,13.32,75.48,84.36000000000001,22.200000000000003,13.32,22.200000000000003,8.88,4.44,8.88,0.0
72,TA79TA80,4.44,0.0,0.0,0.0,0.0,0.0,8.88,31.080000000000002,159.84,133.20000000000002,48.84,62.160000000000004,84.36000000000001,44.400000000000006,39.96,155.4,150.96,102.12,79.92,62.160000000000004,26.64,8.88,13.32,13.32
73,TA81TA83,146.52,17.76,62.160000000000004,35.52,44.400000000000006,48.84,155.4,386.28000000000003,630.48,799.2,697.08,732.6,879.1200000000001,865.8000000000001,843.6,1163.2800000000002,1185.48,1185.48,1070.0400000000002,1025.64,599.4000000000001,355.20000000000005,244.20000000000002,186.48000000000002
74,TA83TA85,79.92,22.200000000000003,13.32,8.88,8.88,26.64,84.36000000000001,341.88000000000005,657.12,688.2,652.6800000000001,697.08,452.88000000000005,497.28000000000003,479.52000000000004,639.36,666.0000000000001,492.84000000000003,666.0000000000001,568.32,626.0400000000001,523.9200000000001,399.6,293.04
